"tarifit","nl","en","cefr_oud","woordsoort","cefr_nieuw","thema","zekerheid","tags_nieuw"
"izmaa","het lam","the lamb","B2","znw_m_mv","B1","dieren","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_m_mv tarifit::thema::dier"
"izzaa","voorgaan, voorop gaan","to go ahead, to lead","B2","znw_m_mv","B1","handelingen","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_m_mv tarifit::thema::doen"
"iřef","het varken, wild zwijn","the pig, wild boar","B1","znw_m_mv","A1","dieren","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_m_mv tarifit::thema::dier"
"iřes","tong","tongue","B1","znw_m_mv","A2","lichaam","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_m_mv tarifit::thema::lich"
"iri","hals, nek, zijn","neck, to be","B1","znw_m_mv","A2","lichaam","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_m_mv tarifit::thema::lich"
"iǧi","het touw","the rope","B1","znw_m_mv","A2","gereedschap & materiaal","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_m_mv tarifit::thema::ger"
"iɣemzan","grote tanden","big teeth","B2","znw_m_mv","B2","lichaam","auto","tarifit::cefr::B2 tarifit::woordsoort::znw_m_mv tarifit::thema::lich"
"iɣess","bot","bone","B2","znw_m_mv","A2","lichaam","check","tarifit::cefr::A2 tarifit::woordsoort::znw_m_mv tarifit::thema::lich"
"iɣeyḏ","het geitje","the kid","B2","znw_m_mv","B2","dieren","auto","tarifit::cefr::B2 tarifit::woordsoort::znw_m_mv tarifit::thema::dier"
"iɣza","rivier","river","B1","znw_m_mv","A1","natuur & weer","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_m_mv tarifit::thema::nat"
"iɣzaa","de rivier of stroom","the river or stream","B2","znw_m_mv","B1","natuur & weer","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_m_mv tarifit::thema::nat"
"iɣřa","duur","duration","B1","znw_m_mv","A1","handel & geld","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_m_mv tarifit::thema::hdl"
"iɣɣeḏ","As","Ash","B2","znw_m_mv","B1","natuur & weer","check","tarifit::cefr::B1 tarifit::woordsoort::znw_m_mv tarifit::thema::nat"
"iḇawn","boon","bean","B2","znw_m_mv","A2","eten & drinken","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_m_mv tarifit::thema::eten"
"iḍes","slaap","sleep","B1","znw_m_mv","A1","lichaam","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_m_mv tarifit::thema::lich"
"iḏammen","bloed","blood","B2","znw_m_mv","A1","lichaam","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_m_mv tarifit::thema::lich"
"iḏennaḏ","gisteren","yesterday","B2","ww","A1","tijd","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::tijd"
"iḏewřan","de schoonouders","the in-laws","B2","znw_m_mv","B1","familie & mensen","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_m_mv tarifit::thema::fam"
"iḏiyḏi","de vijzel","the mortar","B2","znw_m_mv","B2","eten & drinken","auto","tarifit::cefr::B2 tarifit::woordsoort::znw_m_mv tarifit::thema::eten"
"iṛi","Bestaan (Hebben)","Existence (Having)","B1","znw_m_mv","A2","overig","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_m_mv tarifit::thema::ov"
"iṯri","ster","star","B1","znw_m_mv","A1","natuur & weer","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_m_mv tarifit::thema::nat"
"iṯwassen / meɛruf","bekend","known","B2","znw_m_mv","A2","eigenschappen & kleuren","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_m_mv tarifit::thema::eig"
"jaaḥ","verwonden","injure","B1","ww","B1","gezondheid","auto","tarifit::cefr::B1 tarifit::woordsoort::ww tarifit::thema::gez"
"jbeḏ","trekken","Pull","B1","ww","A1","handelingen","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::doen"
"jeddi","Grootvader","Grandfather","B2","ww","A1","familie & mensen","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::fam"
"jeyyef","stikken","to suffocate","B2","ww","B1","gezondheid","auto","tarifit::cefr::B1 tarifit::woordsoort::ww tarifit::thema::gez"
"jjaaf","de klif of afgrond","big rock","B2","znw","B2","natuur & weer","auto","tarifit::cefr::B2 tarifit::woordsoort::znw tarifit::thema::nat"
"jjařḏa","Tuin","Garden","B2","ww","A1","huis & huishouden","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::huis"
"jjaǧ","zweren","to swear","B2","ww","B1","samenleving & volken","check","tarifit::cefr::B1 tarifit::woordsoort::ww tarifit::thema::sam"
"jjdiḏ","nieuw","new","B2","ww","A1","eigenschappen & kleuren","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::eig"
"jjeddi","Opa, Grootvader","Grandpa, Grandfather","B2","ww","A1","familie & mensen","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::fam"
"jjemɛa","vrijdag","Friday","B2","ww","A1","tijd","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::tijd"
"jjenn","geest, ǧinn","spirit, ǧinn","B1","ww","B1","religie & leven-dood","auto","tarifit::cefr::B1 tarifit::woordsoort::ww tarifit::thema::rel"
"jjnun","de woede","the anger","B2","znw","B1","gevoel & denken","auto","tarifit::cefr::B1 tarifit::woordsoort::znw tarifit::thema::gev"
"jjuanal","de krant","the newspaper","B2","znw","A1","taal & school & communicatie","auto","tarifit::cefr::A1 tarifit::woordsoort::znw tarifit::thema::taal"
"jjuf / ibbec","borst","chest","B1","znw_m_mv","A2","lichaam","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_m_mv tarifit::thema::lich"
"jmeɛ","opruimen, verzamelen","to clean up, to collect","B1","ww","A2","huis & huishouden","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::huis"
"jmeḏ","bevriezen","freeze","B1","ww","B1","natuur & weer","auto","tarifit::cefr::B1 tarifit::woordsoort::ww tarifit::thema::nat"
"juffiḏ","de billen","the buttocks","B2","znw","A2","lichaam","auto","tarifit::cefr::A2 tarifit::woordsoort::znw tarifit::thema::lich"
"kacef","raden","councils","B2","ww","A2","gevoel & denken","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::gev"
"kacita","(muziek)cassette","(music) cassette","B2","ww","A2","overig","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::ov"
"kalacnikuf","Kalashnikov","Kalashnikov","C1","ww","B2","samenleving & volken","auto","tarifit::cefr::B2 tarifit::woordsoort::ww tarifit::thema::sam"
"kamira","camera","camera","B2","ww","A1","muziek & kunst","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::muz"
"kangaru","het kangoeroe","the kangaroo","B2","znw","A2","dieren","auto","tarifit::cefr::A2 tarifit::woordsoort::znw tarifit::thema::dier"
"karru","de kar of wagen","the cart or cart","B2","znw","B1","vervoer & reizen","auto","tarifit::cefr::B1 tarifit::woordsoort::znw tarifit::thema::verv"
"kartpustal","de ansichtkaart","the postcard","C1","znw","A2","taal & school & communicatie","auto","tarifit::cefr::A2 tarifit::woordsoort::znw tarifit::thema::taal"
"kasku","de helm","the helmet","B2","znw","A2","kleding & sieraad","auto","tarifit::cefr::A2 tarifit::woordsoort::znw tarifit::thema::kled"
"kebb","gieten, inschenken","to pour","B1","ww","A2","handelingen","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::doen"
"kemmeř","afmaken","kill","B2","ww","A2","handelingen","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::doen"
"kenniw (m) / kennint (v)","jullie","you","C1","ww","A1","functiewoorden","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::gram"
"keyyef","roken","smoking","B2","ww","A2","gezondheid","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::gez"
"Kicc","Met jou","With you","B1","ww","A2","functiewoorden","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::gram"
"kiḏi","Met mij","With me","B1","ww","A2","functiewoorden","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::gram"
"kk","duren, voorbijgaan, passeren","to last, to pass by","C2","ww","A2","tijd","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::tijd"
"kkaa","opstaan","to get up","C2","ww","A1","handelingen","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::doen"
"kkes","verwijderen","to delete","B1","ww","A2","handelingen","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::doen"
"kkʷua / sayeṛ","beledigen, uitschelden","insult, insult","B2","ww","B1","samenleving & volken","auto","tarifit::cefr::B1 tarifit::woordsoort::ww tarifit::thema::sam"
"kmeř","geheel, compleet","whole, complete","B1","ww","A2","getallen & hoeveelheid","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::get"
"kruci","het kruis","the cross","B2","znw","A2","religie & leven-dood","check","tarifit::cefr::A2 tarifit::woordsoort::znw tarifit::thema::rel"
"kuffu","het schuim","the foam","B2","znw","B1","overig","auto","tarifit::cefr::B1 tarifit::woordsoort::znw tarifit::thema::ov"
"kuka","Coca-Cola, frisdrank","Coca-Cola, soft drink","B1","ww","A1","eten & drinken","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::eten"
"kukayin","cocaïne","cocaine","B2","ww","B1","samenleving & volken","auto","tarifit::cefr::B1 tarifit::woordsoort::ww tarifit::thema::sam"
"kuku","de kokosnoot","the coconut","B1","znw","A2","eten & drinken","auto","tarifit::cefr::A2 tarifit::woordsoort::znw tarifit::thema::eten"
"kulur","de kleur","the color","B2","znw","A1","eigenschappen & kleuren","auto","tarifit::cefr::A1 tarifit::woordsoort::znw tarifit::thema::eig"
"kuř","elke","each","B1","ww","A1","functiewoorden","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::gram"
"kuřci","Alles","Everything","B2","ww","A1","functiewoorden","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::gram"
"kṯaa","meer","more","B1","ww","A1","functiewoorden","check","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::gram"
"l'islam","Islam","Islam","B2","ww","A2","religie & leven-dood","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::rel"
"laksiḏa","Ongeluk","Accident","B2","ww","A2","overig","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::ov"
"lalla","vrouw paternale oom; aanhef voor dame","wife of paternal uncle; title for lady","B2","ww","B2","familie & mensen","auto","tarifit::cefr::B2 tarifit::woordsoort::ww tarifit::thema::fam"
"lambulans","Ambulance","Ambulance","C1","ww","A2","gezondheid","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::gez"
"landris","adres","address","B2","ww","A1","huis & huishouden","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::huis"
"lanṯirneṯ","Internet","Internet","C1","ww","A1","overig","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::ov"
"lasnam","Afgod","Idol","B2","ww","B2","religie & leven-dood","auto","tarifit::cefr::B2 tarifit::woordsoort::ww tarifit::thema::rel"
"laspirin","Aspirine","Aspirin","C1","ww","A2","gezondheid","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::gez"
"laḏab","beleefdheid","politeness","B2","ww","B1","gevoel & denken","auto","tarifit::cefr::B1 tarifit::woordsoort::ww tarifit::thema::gev"
"lbaladiya","Gemeente","Local authority","C1","ww","A2","samenleving & volken","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::sam"
"lbaliza","Koffer","Suitcase","B2","ww","A1","vervoer & reizen","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::verv"
"lbanan","Banaan","Banana","B2","ww","A1","eten & drinken","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::eten"
"lbaṭima","Flat","Flat","B2","ww","A1","huis & huishouden","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::huis"
"lbuqaḏyu","Brooǧe","Brooǧe","C1","ww","B2","eten & drinken","check","tarifit::cefr::B2 tarifit::woordsoort::ww tarifit::thema::eten"
"lcarṯe","Kaart","Card","B2","ww","A1","overig","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::ov"
"leccin","Appelsien","Orange","B2","ww","A2","eten & drinken","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::eten"
"lfaqi","de priester","the priest","B2","znw_m_ev","B1","religie & leven-dood","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_m_ev tarifit::thema::rel"
"lfasaḏ","corruptie","corruption","B2","ww","B1","samenleving & volken","auto","tarifit::cefr::B1 tarifit::woordsoort::ww tarifit::thema::sam"
"lfawaḥic","ontucht, overspel","fornication, adultery","C1","ww","B2","religie & leven-dood","auto","tarifit::cefr::B2 tarifit::woordsoort::ww tarifit::thema::rel"
"lfikra","Idee","Idea","B2","ww","A1","gevoel & denken","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::gev"
"lfil","de olifant","the elephant","B1","znw_m_ev","A1","dieren","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_m_ev tarifit::thema::dier"
"lfiras","Peer","Pear","B2","ww","A2","eten & drinken","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::eten"
"lfuyyaa","immorele daden","immoral acts","B2","ww","B2","religie & leven-dood","auto","tarifit::cefr::B2 tarifit::woordsoort::ww tarifit::thema::rel"
"lfṛan","Rem","Brake","B2","ww","A2","vervoer & reizen","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::verv"
"lgamba","Garnaal","Shrimp","B2","ww","A2","eten & drinken","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::eten"
"lgaṛaj","Garage","Garage","B2","ww","A2","vervoer & reizen","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::verv"
"limṯiḥan","Examen","Exam","C1","ww","A1","taal & school & communicatie","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::taal"
"lintixaḇ","de verkiezing","the election","C1","znw_m_ev","A2","samenleving & volken","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_m_ev tarifit::thema::sam"
"lisans","Benzine","Petrol","B2","ww","A2","vervoer & reizen","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::verv"
"lisṯiɛmaṛ","Gebruik","Usage","C1","ww","A2","overig","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::ov"
"lixiya","Bleekmiddel","Bleach","B2","ww","B1","huis & huishouden","auto","tarifit::cefr::B1 tarifit::woordsoort::ww tarifit::thema::huis"
"liṯru","Liter","Litre","B2","ww","A2","getallen & hoeveelheid","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::get"
"ljanuḇ","het zuiden","the south","B2","znw_m_ev","A1","plaats & richting & geografie","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_m_ev tarifit::thema::pl"
"ljarima","misdaad, misdrijf","crime","B2","znw_m_ev","A2","samenleving & volken","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_m_ev tarifit::thema::sam"
"jheḏ","kracht, sterkte","power, strength","B2","ww","A2","overig","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::ov"
"ljihad","heilige strijd","holy battle","B2","ww","B2","religie & leven-dood","auto","tarifit::cefr::B2 tarifit::woordsoort::ww tarifit::thema::rel"
"lkanisa","kerk","church","B2","ww","A1","religie & leven-dood","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::rel"
"lkitab","boek","book","B2","ww","A1","taal & school & communicatie","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::taal"
"lkufr","Kofferbak","Trunk","B2","ww","B1","vervoer & reizen","auto","tarifit::cefr::B1 tarifit::woordsoort::ww tarifit::thema::verv"
"lla","nee","no","A1","ww","A1","functiewoorden","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::gram"
"llajua","baksteen (collectief)","brick (collective)","B2","ww","B1","huis & huishouden","auto","tarifit::cefr::B1 tarifit::woordsoort::ww tarifit::thema::huis"
"llaḇaḇu","het aanrecht","the countertop","B2","znw_m_ev","A2","huis & huishouden","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_m_ev tarifit::thema::huis"
"llaḥa","Bezig","Busy","B2","ww","A2","eigenschappen & kleuren","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::eig"
"llecccin","sinaasappel (coll.)","orange (coll.)","C1","ww","A1","eten & drinken","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::eten"
"llimun","Citroen","Lemon","B2","ww","A1","eten & drinken","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::eten"
"llisṯa","Lijst","List","B2","ww","A2","overig","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::ov"
"llumiya","de kalender","the calendar","B2","znw_m_ev","A2","tijd","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_m_ev tarifit::thema::tijd"
"lmakla","voedsel","food","B2","ww","A2","eten & drinken","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::eten"
"lmakṯaba","Bibliotheek","Library","C1","ww","A1","taal & school & communicatie","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::taal"
"lmal / agṛa","bezit","possess","B1","znw_m_ev","B1","handel & geld","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_m_ev tarifit::thema::hdl"
"lmalik","koning","king","B2","ww","A1","samenleving & volken","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::sam"
"lmasafa / lbuɛḏ","afstand","distance","B2","ww","A2","plaats & richting & geografie","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::pl"
"lmecṛubaṯ","Frisdrank","Soda","C1","ww","A2","eten & drinken","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::eten"
"lmexzen","de overheid","the government","B2","znw_m_ev","A2","samenleving & volken","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_m_ev tarifit::thema::sam"
"lmuhanḏis","Ingenieur","Engineer","C1","ww","A2","werk & beroep & ambacht","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::werk"
"lmuhimm","in elk geval","anyway","B2","ww","B1","functiewoorden","auto","tarifit::cefr::B1 tarifit::woordsoort::ww tarifit::thema::gram"
"lmusawana","Hulp","Staff","C1","ww","A1","overig","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::ov"
"lmuwatin","de burger","the citizen","C1","znw_m_ev","A2","samenleving & volken","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_m_ev tarifit::thema::sam"
"lmuɛellim","leraar","teacher","C1","ww","A1","taal & school & communicatie","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::taal"
"lmuḏir","Directeur","Director","B2","ww","A2","werk & beroep & ambacht","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::werk"
"lmuṭuṛ","Brommer","Moped","B2","ww","A2","vervoer & reizen","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::verv"
"lpitrul","de petroleum","the petroleum","B2","znw_m_ev","B1","overig","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_m_ev tarifit::thema::ov"
"lqissa / ṯḥaǧiṯ","verhaal","story","B2","ww","A1","taal & school & communicatie","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::taal"
"luɣa / awař","Taal","Language","B1","znw_m_ev","A1","taal & school & communicatie","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_m_ev tarifit::thema::taal"
"lwaliḏin","ouders","parents","C1","ww","A1","familie & mensen","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::fam"
"lwasṯ","Centrum","Center","B2","ww","A1","plaats & richting & geografie","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::pl"
"lwelda","baarmoeder","uterus","B2","ww","B2","lichaam","auto","tarifit::cefr::B2 tarifit::woordsoort::ww tarifit::thema::lich"
"lweḥc","Gemis","Lack","B2","ww","B2","gevoel & denken","auto","tarifit::cefr::B2 tarifit::woordsoort::ww tarifit::thema::gev"
"lxatař","Gevaar","Danger","B2","ww","A2","overig","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::ov"
"lxutḇa","de toespraak","the speech","B2","znw_m_ev","B1","taal & school & communicatie","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_m_ev tarifit::thema::taal"
