a / wa / waḏ,This,A1,vnw_aanw,tarifit::cefr::A1 tarifit::woordsoort::vnw_aanw
ḥebbe-mluk,Cherry,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ḥedd,"to limit, someone",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ḥeddeṯ,preach,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ḥekk,to rub,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḥenna,Grandmother,A2,ww,tarifit::cefr::A2 tarifit::woordsoort::ww
ḥfaa,to dig,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḥidɛac,eleven,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ḥkem,condemn,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḥma,warm,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḥra,earn,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḥraq / cmeḏ,Burning,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḥsaa,narrow,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḥseb,Calculate,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḥsen,Better,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḥseḇ,to count,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḥzen,the sadness,B1,znw,tarifit::cefr::B1 tarifit::woordsoort::znw
ḥřuttef,slide,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ḥḏaa,keep an eye on things,B1,znw,tarifit::cefr::B1 tarifit::woordsoort::znw
ḥḏaj,the need,B1,znw,tarifit::cefr::B1 tarifit::woordsoort::znw
ḥṛu,"slurping, eating thick soup",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḵsi,"Carry, take, grab, lift",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ṛalla,"madam, paternal uncle's wife",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṛebḥaṛ,Beach,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṛemṛac,Wedding,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṛeqhawi,Cafes,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṛeḥṛua / ṛečub,Spices,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṛmaṛyu,Closet,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṛqa,"bumping into something, meeting spontaneously",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ṛqebb,hood (from ǧellaba),B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṛwaḥ,Flu,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ṛxeḏini,"then, then, then",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṛṛaqem,number,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṛṛiḏu,Curtain,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṣaḥafi,Journalist,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṣbaḥ lxir,Good morning,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ṣṣaa,"soften, protect",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ṣṣaɛeṯ,"Clock, hour",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṣṣaḥeṯ,health,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṣṣaṛf,(return) change,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṣṣbeṛ,Patience,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṣṣehḏ,heat,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṣṣenɛeṯ,(craft) art,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ṣṣurif,step,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṣṣuḍeṣ,make you sleep,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṣṣḍeɛ,Noise,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṣṣṭupp,traffic light,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṭṭajaa,"rich person, merchant",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṭṭebṛa,be addicted,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṭṭeḥqiq,control,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṭṭiyaṛa,airplane,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṭṭuṛ,Length,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ṯaaffixṯ,the blister,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯaafiqṯ,the clan,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯaawa,the descendants,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯaayasṯ,courage,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯaaḇifṯ,stepdaughter,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯacemmusṯ,package,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯacna,the stepmother,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯacɛefṯ,the ankle,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯaddaaṯ,house,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯaddexṯ,the armpit,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯafarṯ,Page,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯafeǧaḥṯ,farmer's wife,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯafransisṯ,French,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯafunasṯ,cow,B1,znw_v_ev,tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev
ṯafřewṯ,"the plank, wood",B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯajarrat,the wheel,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯajeǧitt,the queen,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯakciṯa,the dress,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯakeccucṯ,"stick, toothpick",C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯakiḏaaṯ,the mare,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯalimanṯ,German,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯallajṯ,Refrigerator,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯalwisṯ,piece of gold,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯamaṛaqṯ,Pea soup,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯamcett,"the brush, comb",B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯamcett n yiɣess,the centipede,C2,znw_v_ev,tarifit::cefr::C2 tarifit::woordsoort::znw_v_ev
ṯamcunṯ,naughty woman,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯameddiṯ,evening,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯamedjač,egg,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯamenɣawṯ,the murder,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯameqyasṯ,the bracelet,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯamessatt,the hip,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯamesřemṯ,"Muslim woman, Islam",C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯameɛmuč,the plot,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯameḏwasṯ,Broom,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯameḥṯac,woman who cuts grass,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯameṣɛecṯ,female beggar,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯamja,whistle,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯamment,Honey,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯammuaṯ,"country, floor",C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯammurṯ,Earth (Ground),B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯamziyḏa,mosque,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯamɣārṯ,woman,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯamɣaṛṯ n ṯaḏḏarṯ,Housewife,C2,znw_v_ev,tarifit::cefr::C2 tarifit::woordsoort::znw_v_ev
ṯandint,city,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯanewwacṯ,the flower,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯanwač,the hut,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯanyana,again,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ṯanyiaṯ,forehead,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯaqbucṯ,small water jar,B1,znw_v_ev,tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev
ṯaqcuaṯ,the dandruff (dandruff in the hair),B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯaqecqacṯ,the skull,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯaqeḥḇecṯ,the prostitute,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯaqeṛɛɛecṯ,woman from Iqeṛɛiyen,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯaqiḏunṯ,tent,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯaqmijaṯ,Blouse,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯaqmijjaṯ,Shirt,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯaqsefṯ,the fortress,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯaquřacṯ,the circle,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯarifecṯ,"Riffian woman, Riffian language",C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯarremmant (n) uḏaa,the calf,C2,znw_v_ev,tarifit::cefr::C2 tarifit::woordsoort::znw_v_ev
ṯaruṯ,the lung,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯasaaḏunṯ,female mule,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯasebbač,Crane,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯasebnecṯ,traditional headscarf,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯasennaaṯ,"the hook, the fishing hook",C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯaseḇnecṯ,the headband,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯaseḥḥarṯ,Witch,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯaseḵsuṯ,the pot,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯasiaṯ,"the mill, molar (tooth)",B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯaspanyuṯ,"Spanish (female, language)",B1,znw_v_ev,tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev
ṯasrafṯ,the whirlpool,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯasřiṯ,the daughter-in-law (of a man),B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯasřiṯ n wenzaa,the rainbow,C2,znw_v_ev,tarifit::cefr::C2 tarifit::woordsoort::znw_v_ev
ṯasṛiṯ,bride,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯateḇsecṯ,the saucer,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯawessaaṯ,the old woman,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯawriqṯ / ṛciƔeḏ / ṯifaacṯ,Sheet (paper),B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯawtent,female,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯawwaaṯ,door,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯawwarṯ,Entrance,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯaxcefṯ,the fall,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯaxeddant n spitaa,the nurse,C2,znw_v_ev,tarifit::cefr::C2 tarifit::woordsoort::znw_v_ev
ṯaxessaaṯ,the defeat,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯaxeḏmesṯ,butcher knife,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯaxrasṯ,the earring,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯaxsacṯ,the pumpkin,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯayaazicṯ,female hare,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯayarṛarṯ,Tire (car),C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯayarṯ,Neighbor,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯayaṛṛabuṯ,small boat,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯaɣenjacṯ,spoon,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯayezzaaṯ,the island,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯayeḏǧafṯ,little ǧellaba,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯayujiṯc,orphan girl,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯayya,slave,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯayyawṯ,granddaughter,B1,znw_v_ev,tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev
ṯayyuṯ / anu,the fog,B1,znw_v_ev,tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev
ṯayzint,the nettle,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯayḏa,the pine,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯazaaḇecṯ,the carpet,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯazewḏa,"the dish, bowl",B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯazeyyat,Bottle,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯazeyyaṯ ṯamezyanṯ,Bottle,C2,znw_v_ev,tarifit::cefr::C2 tarifit::woordsoort::znw_v_ev
ṯaziri,full moon,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯazitunt,the olive,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯazizwiṯ,Bee (insect),C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯazyawṯ,basket,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯazzaaṯ,"the rake, the pitchfork",B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯazřent,the eel,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯařa,the source,B1,znw_v_ev,tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev
ṯaɛecmaaṯ,small beard,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯaɛeddisṯ,the waist,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯaɛjjacṯ,dust,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯaɛzaacṯ,the young woman,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯaɣesmiaṯ,the chin,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯaɣezḏisṯ,the rib,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯaɣmaaṯ (n) uɣiř,the elbow,C2,znw_v_ev,tarifit::cefr::C2 tarifit::woordsoort::znw_v_ev
ṯaɣmaa’ṯ,corner,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯaɣrasṯ,the beehive,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯaɣrutt,Shoulder,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯaɣyutc,donkey,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ṯaḇrat,"letter, the mail",B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯaḏeggwač,the mother-in-law (of a man),C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯaḏunt,fat,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯaḏ’ufṯ,the wool,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯaḥarrafṯ,the fan,C1,znw_v_ev,tarifit::cefr::C1 tarifit::woordsoort::znw_v_ev
ṯaḥebbucṯ,"grain, pimple, spot",C2,znw_m_mv,tarifit::cefr::C2 tarifit::woordsoort::znw_m_mv
ṯaḥnacṯ,the beam,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯaḥrant,girl,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
ṯaḥrusṯ (n) umeǧǧun,the earlobe,C2,znw_v_ev,tarifit::cefr::C2 tarifit::woordsoort::znw_v_ev
ṯaṯa,the chameleon,B1,znw_v_ev,tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev
ṯbiṯecṯ,small room,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯcacaṯ,Pet,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯcamma,Ball,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯelṯemya,Three hundred,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ṯenɛac,twelve,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯeqṛa,Fried,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯfawqṯ,Lamp,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯfawṯ,light (lamp),B1,znw_v_ev,tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev
ṯfuaḵeṯ,the forked branch,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
ṯfucṯ,Sun,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯfusṯ,"small hand, dance round",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯiajetṯ,the smoldering ashes,B2,znw_v_mv,tarifit::cefr::B2 tarifit::woordsoort::znw_v_mv
ṯiajeṯ,oven rack,B2,znw_v_mv,tarifit::cefr::B2 tarifit::woordsoort::znw_v_mv
ṯiccecṯ,the head louse,B2,znw_v_mv,tarifit::cefr::B2 tarifit::woordsoort::znw_v_mv
ṯiccewṯ,the arrow,B2,znw_v_mv,tarifit::cefr::B2 tarifit::woordsoort::znw_v_mv
ṯicfaaṯ,the padlock,B2,znw_v_mv,tarifit::cefr::B2 tarifit::woordsoort::znw_v_mv
ṯifray,To leaf through,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯifḏent,Toe,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯiggesṯ,tattoo,C2,znw_v_mv,tarifit::cefr::C2 tarifit::woordsoort::znw_v_mv
ṯiggwḏi / ṯiwḏi,Fear,B2,znw_v_mv,tarifit::cefr::B2 tarifit::woordsoort::znw_v_mv
ṯijaacřecṯ,the quail,C1,znw_v_mv,tarifit::cefr::C1 tarifit::woordsoort::znw_v_mv
ṯikeḏfet ṯarumecṯ,the termites,C2,znw_v_mv,tarifit::cefr::C2 tarifit::woordsoort::znw_v_mv
ṯilifun,Mobile,B2,znw_v_mv,tarifit::cefr::B2 tarifit::woordsoort::znw_v_mv
ṯimessi,"the fever, fire",B2,znw_v_mv,tarifit::cefr::B2 tarifit::woordsoort::znw_v_mv
ṯimmi,eyebrow,B2,znw_v_mv,tarifit::cefr::B2 tarifit::woordsoort::znw_v_mv
ṯinzaa,"nose, the nostril",B2,znw_v_mv,tarifit::cefr::B2 tarifit::woordsoort::znw_v_mv
ṯinɣi,the udder,B2,znw_v_mv,tarifit::cefr::B2 tarifit::woordsoort::znw_v_mv
ṯiscarṯ,Garlic,B2,znw_v_mv,tarifit::cefr::B2 tarifit::woordsoort::znw_v_mv
ṯisi,the bottom,B1,znw_v_mv,tarifit::cefr::B1 tarifit::woordsoort::znw_v_mv
ṯisi (n) ufus,the palm,C2,znw_v_mv,tarifit::cefr::C2 tarifit::woordsoort::znw_v_mv
ṯisiynefṯ,"pin, the injection",C1,znw_v_mv,tarifit::cefr::C1 tarifit::woordsoort::znw_v_mv
ṯisiṯ,Mirror,B2,znw_v_mv,tarifit::cefr::B2 tarifit::woordsoort::znw_v_mv
ṯitt,eye,B1,znw_v_mv,tarifit::cefr::B1 tarifit::woordsoort::znw_v_mv
ṯiwecca,tomorrow,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ṯixsi,the ewe,B1,znw_v_mv,tarifit::cefr::B1 tarifit::woordsoort::znw_v_mv
ṯiyyaaṯ,the tree stump,B2,znw_v_mv,tarifit::cefr::B2 tarifit::woordsoort::znw_v_mv
ṯizi,"valley, corridor",B1,znw_v_mv,tarifit::cefr::B1 tarifit::woordsoort::znw_v_mv
ṯiziṯ,the midge or mosquito,B2,znw_v_mv,tarifit::cefr::B2 tarifit::woordsoort::znw_v_mv
ṯizzeč,the kidney,B2,znw_v_mv,tarifit::cefr::B2 tarifit::woordsoort::znw_v_mv
ṯizḏent,the palm tree,B2,znw_v_mv,tarifit::cefr::B2 tarifit::woordsoort::znw_v_mv
ṯiřefṯ,the sow,B2,znw_v_mv,tarifit::cefr::B2 tarifit::woordsoort::znw_v_mv
ṯiřetteṯ,little finger,C1,znw_v_mv,tarifit::cefr::C1 tarifit::woordsoort::znw_v_mv
ṯiři,shadow,C1,znw_v_mv,tarifit::cefr::C1 tarifit::woordsoort::znw_v_mv
ṯiřmecṯ,skin,B2,znw_v_mv,tarifit::cefr::B2 tarifit::woordsoort::znw_v_mv
ṯiɣaaɣaaṯ / kuzina,Kitchen,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯiɣendin / řemqess / ṯimecraḏ,Pair of scissors,B2,znw_v_mv,tarifit::cefr::B2 tarifit::woordsoort::znw_v_mv
ṯiɣiṯ,smart,B2,znw_v_mv,tarifit::cefr::B2 tarifit::woordsoort::znw_v_mv
ṯiɣmesṯ,tooth,B2,znw_v_mv,tarifit::cefr::B2 tarifit::woordsoort::znw_v_mv
ṯiɣɣesṯ,hiccup,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯiṭṭawin,Eyes,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ṯkaceḍṯ,small glass,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯkuppat,the head,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
ṯmaamiṭa,small saucepan,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ṯmaaṯ,beard,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯmaqřaṭ,small frying pan,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯmenya,eight,A1,telw,tarifit::cefr::A1 tarifit::woordsoort::telw
ṯmijja,"throat, the voice",B2,znw,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯnayen,two,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯpaḇut / ṯabrikṯ n waman,"turkey, duck",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯqaaqra,frog,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯqiccit,the top,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
ṯracca,the fishing net,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
ṯrankir / aas,Calm,B1,znw_m_ev,tarifit::cefr::B1 tarifit::woordsoort::znw_m_ev
ṯriko,Sweater,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯriq salama,Have a nice trip,C2,ww,tarifit::cefr::C2 tarifit::woordsoort::ww
ṯsa,liver,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ṯsappa,the spade,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
ṯsaɛaṯ,Watch,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯsiřit,shoe,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯsunta,the kissing,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
ṯteffaḥ,Apple,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯucenṯ,female jackal,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯuffet,the swelling,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
ṯusuṯ,Cough,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
