tarifit,nl,en,gloss,hoofdstuk,les,bron,tags
ɣar-i ijjen ttumubin,ik heb een auto,1 have a car,,13.4,03,boek p. 112,id:p112-01;context:'be'-constructions;hoofdstuk:auto
taḥenjiat i ɣaa ǧa umedduker,een meisje dat een vriend heeft,a girl that has a boyfriend,,13.4,03,boek p. 112,id:p112-02;context:'be'-constructions;hoofdstuk:auto
taḥenjiat i ɣaa ǧa imeddukar,een meisje dat (mannelijke) vrienden heeft,a girl that has (male) friends,,13.4,03,boek p. 112,id:p112-03;context:'be'-constructions;hoofdstuk:auto
taḥenjiat i waa ɣaa ǧi yemma-s,een meisje dat geen moeder heeft,a girl that does not have a mother,,13.4,03,boek p. 112,id:p112-04;context:'be'-constructions;hoofdstuk:auto
wi yiran ttumubin-a,van wie is deze auto? (lett. wie bezit deze auto),whose car is this? (lit. who possesses this car),,13.4,03,boek p. 112,id:p112-05;context:'be'-constructions;hoofdstuk:auto
wi t-yiran,van wie is het? (lett. wie bezit het),whose is it? (lit. who possesses it),,13.4,03,boek p. 112,id:p112-06;context:'be'-constructions;hoofdstuk:auto
wi s-yiran,"van wie (kind) ben jij?, wie is jouw vader?","whose (child) are you?, who is your father?",,13.4,03,boek p. 112,id:p112-07;context:'be'-constructions;hoofdstuk:auto
"min t-yiran, taɣarrabut-a",wat voor boot is het (met name waarvan is het gemaakt),what kind of boat is it (esp. what is it made of),,13.4,03,boek p. 112,id:p112-08;context:'be'-constructions;hoofdstuk:auto
yegga am wayrad,hij is als een leeuw,he is like a lion,,13.4,03,boek p. 112,id:p112-09;context:'be'-constructions;hoofdstuk:auto
wiř ssawar = waa ssawar,spreek niet! (l),don’t speak! (l),,13.5,22,boek p. 113,id:p113-01;context:the-preverbal-negative-particles;hoofdstuk:auto;les:auto
waa issiwir ca,hij spreekt niet (Nl),he does not speak (Nl),,13.5,22,boek p. 113,id:p113-02;context:the-preverbal-negative-particles;hoofdstuk:auto;les:auto
cem waaǧi bu d yemma,jij bent mijn moeder niet,you are not my mother,,13.5,22,boek p. 113,id:p113-03;context:the-negative-stem-forms-of-the-verb-and-negation-of-non-verbal-sentences;hoofdstuk:auto;les:auto
ma waaǧi t ṯaddaaṯ n ca n yijjen?,is het niet het huis van iemand?,isn’t it the house of somebody?,,13.5,22,boek p. 113,id:p113-04;context:the-negative-stem-forms-of-the-verb-and-negation-of-non-verbal-sentences;hoofdstuk:auto;les:auto
"inin, ibawen waaǧi bu nnes","die, de bonen, waren niet van haar","those, the beans, they were not hers",,13.5,22,boek p. 113,id:p113-05;context:the-negative-stem-forms-of-the-verb-and-negation-of-non-verbal-sentences;hoofdstuk:auto;les:auto
waaǧi bu amenni,het is niet zo,it is not like that,,13.5,22,boek p. 113,id:p113-06;context:the-negative-stem-forms-of-the-verb-and-negation-of-non-verbal-sentences;hoofdstuk:auto;les:auto
waa dayes walu,er zat niets in,there was nothing in it,,13.5,22,boek p. 113,id:p113-07;context:the-negative-stem-forms-of-the-verb-and-negation-of-non-verbal-sentences;hoofdstuk:auto;les:auto
qa waa ɣaas bu idaan,zij heeft geen benen (lett. er zijn niet bij haar benen),she does not have legs (lit. there is not with her legs),,13.5,22,boek p. 114,id:p114-01;context:the-negative-stem-forms-of-the-verb-and-negation-of-non-verbal-sentences;hoofdstuk:auto;les:auto
waa das-teggen bu wexxam,zij zullen geen huis voor hem maken,they will not make a house for him,,13.5,22,boek p. 114,id:p114-02;context:the-postverbal-negative-element-bu;hoofdstuk:auto;les:auto
waa dasen-isexsaa bu řxaḏaa,hij verpestte (bu) hun stemming niet,he did not spoil (bu) their mood,,13.5,22,boek p. 114,id:p114-03;context:the-postverbal-negative-element-bu;hoofdstuk:auto;les:auto
waa tezrid bu baba-tneɣ?,heb je (bu) onze vader niet gezien?,didn’t you see (bu) our father?,,13.5,22,boek p. 114,id:p114-04;context:the-postverbal-negative-element-bu;hoofdstuk:auto;les:auto
aqzin-enni waaǧi bu d aqzin,die hond was geen (echte) hond,that dog wasn’t a (real) dog,,13.5,22,boek p. 114,id:p114-05;context:the-postverbal-negative-element-bu;hoofdstuk:auto;les:auto
waa dawem bu tɣennjeɣ,ik zing niet voor jou,I’m not singing to you,,13.5,22,boek p. 114,id:p114-06;context:the-postverbal-negative-element-bu;hoofdstuk:auto;les:auto
waa ɣaas bu temɣaat,hij heeft geen vrouw,he doesn’t have a wife,,13.5,22,boek p. 114,id:p114-07;context:the-postverbal-negative-element-bu;hoofdstuk:auto;les:auto
waa dinni bu řfaaq qaɛ,daar zit geen verschil in,there is no difference in that,,13.5,22,boek p. 114,id:p114-08;context:the-postverbal-negative-element-bu;hoofdstuk:auto;les:auto
waa ssineɣ ca,ik weet het niet,I don’t know,,13.5,22,boek p. 115,id:p115-01;context:other-postverbal-negative-elements;hoofdstuk:auto;les:auto
waa t-yufi ca dinni,hij vond haar daar niet,he did not find her there,,13.5,22,boek p. 115,id:p115-02;context:other-postverbal-negative-elements;hoofdstuk:auto;les:auto
waa tgeɛɛed ca x wuatu,zij klom niet in de vijgenboom,she did not climb on the fig tree,,13.5,22,boek p. 115,id:p115-03;context:other-postverbal-negative-elements;hoofdstuk:auto;les:auto
necc waa t-tiwyeɣ ca,ik ga niet met haar trouwen,I am not going to marry her,,13.5,22,boek p. 115,id:p115-04;context:other-postverbal-negative-elements;hoofdstuk:auto;les:auto
waa tewci ca aɣi-nni,zij had die melk niet gegeven,she had not given that milk,,13.5,22,boek p. 115,id:p115-05;context:other-postverbal-negative-elements;hoofdstuk:auto;les:auto
Wenni waa ɣaas ca,"die, hij had niets","that one, he hadn’t (anything)",,13.5,22,boek p. 115,id:p115-06;context:other-postverbal-negative-elements;hoofdstuk:auto;les:auto
waa ccin waa swin,zij aten of dronken niet,they did not eat or drink,,13.5,22,boek p. 115,id:p115-07;context:other-postverbal-negative-elements;hoofdstuk:auto;les:auto
ssiɣ waa jjiwneɣ,"ik at, maar ik was niet verzadigd","I ate, but I was not satiated",,13.5,22,boek p. 115,id:p115-08;context:other-postverbal-negative-elements;hoofdstuk:auto;les:auto
waa tufi wi das-d-izemmɛen arruḏ,zij vond niemand die (regelmatig) de kleren voor haar zou verzamelen,she did not find (somebody) who would (regularly) collect the clothes for her,,13.5,22,boek p. 115,id:p115-09;context:other-postverbal-negative-elements;hoofdstuk:auto;les:auto
waa teggwed,wees niet bang,don’t be afraid,,13.5,22,boek p. 116,id:p116-01;context:other-postverbal-negative-elements;hoofdstuk:auto;les:auto
waa teggwed ca,wees niet bang,don’t be afraid,,13.5,22,boek p. 116,id:p116-02;context:other-postverbal-negative-elements;hoofdstuk:auto;les:auto
waa t-yezri ḥedd,niemand zag hem,nobody saw him,,13.5,22,boek p. 116,id:p116-03;context:other-postverbal-negative-elements;hoofdstuk:auto;les:auto
waa das-nnin walu,zij zeiden hem niets,they did not say anything to him,,13.5,22,boek p. 116,id:p116-04;context:other-postverbal-negative-elements;hoofdstuk:auto;les:auto
waa ɣari uřa d ijjen,ik heb niemand (lett. er is zelfs niemand bij mij),I don’t have anybody (lit. not even somebody is with me),,13.5,22,boek p. 116,id:p116-05;context:other-postverbal-negative-elements;hoofdstuk:auto;les:auto
waa itifi ɣia di rxadrr nwem,het zal alleen zijn zoals jij wilt (lett. het zal niet anders zijn dan naar jouw wens),it will only be as you wish (lit. it will not be but as your wish),,13.5,22,boek p. 116,id:p116-06;context:other-postverbal-negative-elements;hoofdstuk:auto;les:auto
waa ɣaawem ra yemma-twem ra ɛenti-twem,jij hebt noch een moeder noch een tante (vaderskant),you have neither a mother nor a paternal aunt,,13.5,22,boek p. 116,id:p116-07;context:other-postverbal-negative-elements;hoofdstuk:auto;les:auto
welleh ma ɣaas řḥeqq,"bij God, hij heeft geen gelijk!","by God, he is not right!",,13.5,22,boek p. 116,id:p116-08;context:negative-constructions-with-ma;hoofdstuk:auto;les:auto
aḥḥq-aṛṛebbi ma d necc,"bij de Waarheid van God, ik ben het niet","by the Truth of God, it is not me",,13.5,22,boek p. 116,id:p116-09;context:negative-constructions-with-ma;hoofdstuk:auto;les:auto
a welleh huma ssiɣ-t,ik zal het zeker opeten!,I shall certainly eat it!,,13.5,22,boek p. 117,id:p117-01;context:negative-constructions-with-ma;hoofdstuk:auto;les:auto
welleh ma ssiɣ-t,ik heb het absoluut niet gegeten,I have absolutely not eaten it,,13.5,22,boek p. 117,id:p117-02;context:negative-constructions-with-ma;hoofdstuk:auto;les:auto
ɛemmaas ma yus-ed,hij is nooit gekomen,he has never come,,13.5,22,boek p. 117,id:p117-03;context:negative-constructions-with-ma;hoofdstuk:auto;les:auto
ɛemmaas waa d-yusi,hij is nooit gekomen,he has never come,,13.5,22,boek p. 117,id:p117-04;context:negative-constructions-with-ma;hoofdstuk:auto;les:auto
uca yuḥer ma ad yesbaa,toen werd hij het wachten beu,then he got fed up with waiting,,13.5,22,boek p. 117,id:p117-05;context:negative-constructions-with-ma;hoofdstuk:auto;les:auto
yuḥer wuccen ma ad yefhem,Jakhals probeerde tevergeefs te begrijpen,Jackal tried in vain to understand,,13.5,22,boek p. 117,id:p117-06;context:negative-constructions-with-ma;hoofdstuk:auto;les:auto
d uma,het is mijn broer,it is my brother,,14.1,19,boek p. 118,id:p118-01;context:general-outline-of-sentence-structure;hoofdstuk:auto;les:auto
d necc,ik ben het,it is me,,14.1,19,boek p. 118,id:p118-02;context:general-outline-of-sentence-structure;hoofdstuk:auto;les:auto
inu,het is van mij (lett. van mij),it is mine (lit. of me),,14.1,19,boek p. 118,id:p118-03;context:general-outline-of-sentence-structure;hoofdstuk:auto;les:auto
n yemma,het is van mijn moeder (lett. van mijn moeder),it is my mother’s (lit. of my mother),,14.1,19,boek p. 118,id:p118-04;context:general-outline-of-sentence-structure;hoofdstuk:auto;les:auto
ammu,het is zo,it is like this,,14.1,19,boek p. 118,id:p118-05;context:general-outline-of-sentence-structure;hoofdstuk:auto;les:auto
netta d uma,hij is mijn broer,he is my brother,,14.1,19,boek p. 118,id:p118-06;context:general-outline-of-sentence-structure;hoofdstuk:auto;les:auto
necc ammu,ik ben zo,I am like this,,14.1,19,boek p. 118,id:p118-07;context:general-outline-of-sentence-structure;hoofdstuk:auto;les:auto
qa-t di ṯaddaaṯ,hij is thuis,he is home,,14.1,19,boek p. 118,id:p118-08;context:general-outline-of-sentence-structure;hoofdstuk:auto;les:auto
tuɣa-ayi d ameḥḏaa,ik was vroeger student,I used to be a student,,14.1,19,boek p. 118,id:p118-09;context:general-outline-of-sentence-structure;hoofdstuk:auto;les:auto
yus-d,hij is aangekomen,he has arrived,,14.1,19,boek p. 118,id:p118-10;context:general-outline-of-sentence-structure;hoofdstuk:auto;les:auto
qa yewca baba ttmenyaṯ i Mimun,mijn vader heeft geld aan Mimoun gegeven,my father has given money to Mimoun,,14.1,19,boek p. 118,id:p118-11;context:general-outline-of-sentence-structure;hoofdstuk:auto;les:auto
yeɛbaa xaneɣ nhar-a yinsi,Egel heeft ons vandaag (nhar-a) voor de gek gehouden,Hedgehog has fooled us today (nhar-a),,14.1,19,boek p. 118,id:p118-12;context:general-outline-of-sentence-structure;hoofdstuk:auto;les:auto
yiwi-d aṛṛebbi nhar-a tyazitt,de Heer heeft ons vandaag een kip gebracht,the Lord has brought (us) today a chicken,,14.1,19,boek p. 119,id:p119-01;context:general-outline-of-sentence-structure;hoofdstuk:auto;les:auto
yeqqim netta dinni itenned itenned,hij (netta) bleef daar en draaide en draaide,he (netta) stayed there and turned and turned,,14.1,19,boek p. 119,id:p119-02;context:general-outline-of-sentence-structure;hoofdstuk:auto;les:auto
"tamɣaat-enni nneɣni, tecca nettaṯ tayaazist-enni","wat de andere vrouw betreft, zij (nettat) at de haas","as for the other woman, she (nettat) ate the hare",,14.1,19,boek p. 119,id:p119-03;context:general-outline-of-sentence-structure;hoofdstuk:auto;les:auto
"necc (,) wsiɣ-as landris inu i Fatima","wat mij betreft, ik gaf mijn adres aan Fatima","as for me, I gave my address to Fatima",,14.2,20,boek p. 119,id:p119-04;context:topicalization;hoofdstuk:auto;les:auto
"landris inu, wsiɣ-as-t,- i Fatima","wat mijn adres betreft, ik gaf het aan Fatima","as for my address, I gave it to Fatima",,14.2,20,boek p. 119,id:p119-05;context:topicalization;hoofdstuk:auto;les:auto
"Fatima, wsiɣ-as landris inu","wat Fatima betreft, ik gaf haar mijn adres","as for Fatima, I gave her my address",,14.2,20,boek p. 119,id:p119-06;context:topicalization;hoofdstuk:auto;les:auto
"nhar-a, wsiɣ-as landris inu i Fatima",vandaag gaf ik mijn adres aan Fatima,today 1 gave my address to Fatima,,14.2,20,boek p. 119,id:p119-07;context:topicalization;hoofdstuk:auto;les:auto
"lkitab-a, dayes landris n Fatima","wat dit boek betreft, het adres van Fatima staat erin","as for this book, the address of Fatima is in it",,14.2,20,boek p. 119,id:p119-08;context:topicalization;hoofdstuk:auto;les:auto
"netta, min yexdem wuccen?","wat hem betreft, wat deed de jakhals?","as for him, what did the jackal do?",,14.2,20,boek p. 120,id:p120-01;context:topicalization;hoofdstuk:auto;les:auto
nettaṯ qa-t t taḥenjiat,"wat haar betreft, zij is een meisje","as for her, she is a girl",,14.2,20,boek p. 120,id:p120-02;context:topicalization;hoofdstuk:auto;les:auto
tamɣaat-enni ɣaas ijjen mmi-s,"deze vrouw heeft een zoon (lett. deze vrouw, bij haar is een zoon van haar)","this woman has a son (lit. this woman, with her is a son of hers)",,14.2,20,boek p. 120,id:p120-03;context:topicalization;hoofdstuk:auto;les:auto
"nhar-a, necc wsiɣ-as landris inu i Fatima","vandaag, wat mij betreft, gaf ik mijn adres aan Fatima","today, as for me, I gave my address to Fatima",,14.2,20,boek p. 120,id:p120-04;context:topicalization;hoofdstuk:auto;les:auto
"necc, yemma waa ɣari ca","wat mij betreft, ik heb geen moeder","as for me, I don’t have a mother",,14.2,20,boek p. 120,id:p120-05;context:topicalization;hoofdstuk:auto;les:auto
"netta mucc, yeqqim ifetteḥ","hij, de kat, begon te zwemmen","he, the cat, started to swim",,14.2,20,boek p. 120,id:p120-06;context:topicalization;hoofdstuk:auto;les:auto
qa tisinaf waa das-ggint walu,"(qa) wat de naalden betreft, zij deden haar helemaal geen pijn","(qa) as for the needles, they didn’t hurt her at all",,14.2,20,boek p. 120,id:p120-07;context:topicalization;hoofdstuk:auto;les:auto
qa necc waa zemmaaɣ,"(qa) wat mij betreft, ik kan het niet (of: wat mij betreft, ik ben ziek)","(qa) as for me, I can’t (or: as for me, I am sick)",,14.2,20,boek p. 120,id:p120-08;context:topicalization;hoofdstuk:auto;les:auto
necc qa a cemm-awyeɣ,"wat mij betreft, (qa) ik zal met je trouwen","as for me, (qa) I shall marry you",,14.2,20,boek p. 120,id:p120-09;context:topicalization;hoofdstuk:auto;les:auto
qa necc d ɛenti-twem,ik ben jouw tante,I am your aunt,,14.2,20,boek p. 120,id:p120-10;context:topicalization;hoofdstuk:auto;les:auto
necc qa d ɛenti-twem,"wat mij betreft, ik ben jouw tante","as for me, 1 am your aunt",,14.2,20,boek p. 120,id:p120-11;context:topicalization;hoofdstuk:auto;les:auto
mařa waa ffiɣent ad ffɣeɣ necc,"als zij niet naar buiten gaan, zal ik naar buiten gaan, ik","if they don’t go out, I will go out, me",,14.3,20,boek p. 121,id:p121-01;context:post-topic;hoofdstuk:auto;les:auto
"d asemmam, uɣi-ɣa","het is zuur, deze melk (verbonden staat van ayi)","it is sour, this milk (Annexed State of ayi)",,14.3,20,boek p. 121,id:p121-02;context:post-topic;hoofdstuk:auto;les:auto
"qa d aḥenjia, win","het is een jongen, die daarginds","it is a boy, that one over there",,14.3,20,boek p. 121,id:p121-03;context:post-topic;hoofdstuk:auto;les:auto
"řeḇḏa dayes ṯaḥraymecṯ, netta","hij is altijd sluw, hij (lett. er is altijd sluwheid in hem, hij)","he is always cunning, he (lit. there is always cunningnecc in him, he)",,14.3,20,boek p. 121,id:p121-04;context:post-topic;hoofdstuk:auto;les:auto
d Wenni netta,zo is het nu eenmaal; oké,that’s the way it is; o.k.,,14.3,20,boek p. 121,id:p121-05;context:post-topic;hoofdstuk:auto;les:auto
"tenni qa iwyex-t, necc","die, ik ben met haar getrouwd, ik","that one, I am married to her, me",,14.3,20,boek p. 121,id:p121-06;context:post-topic;hoofdstuk:auto;les:auto
hwa cekk,ga naar beneden!,you go down!,,14.3,20,boek p. 121,id:p121-07;context:post-topic;hoofdstuk:auto;les:auto
(d) cemm i t-yenɣin,jij bent degene die haar gedood heeft,it is you who killed her,,15.3,31,boek p. 122,id:p122-01;context:focalization:-cleft-sentences;hoofdstuk:auto;les:auto
(d) řqaḏi i xam ɣa iḥekmen,het is de rechter die jou zal beoordelen,it is the judge who is going to judge you,,15.3,31,boek p. 122,id:p122-02;context:focalization:-cleft-sentences;hoofdstuk:auto;les:auto
zzayes i tettaaɣ,het is hiermee (een trommel) dat ik bedel,it is using this (a drum) that I beg,,15.3,31,boek p. 122,id:p122-03;context:focalization:-cleft-sentences;hoofdstuk:auto;les:auto
ammu i dayi-yegga yinsi,zo heeft Egel het mij aangedaan,it is like this that Hedgehog has done to me,,15.3,31,boek p. 122,id:p122-04;context:focalization:-cleft-sentences;hoofdstuk:auto;les:auto
waaǧi bu d necc i ten-d-ijemɛen,ik ben niet degene die ze bij elkaar heeft gezet,it is not me who put them together,,15.3,31,boek p. 122,id:p122-05;context:focalization:-cleft-sentences;hoofdstuk:auto;les:auto
waaǧi amenni i das-tennid ?,is het niet zo dat je het hem verteld hebt?,isn’t it like that that you told him?,,15.3,31,boek p. 122,id:p122-06;context:focalization:-cleft-sentences;hoofdstuk:auto;les:auto
"necc, imendi, necc i t ɣa yeccin","wat mij betreft, het graan, ik ben degene die het gaat nemen","as for me, the grain, it is me who is going to take it",,15.3,31,boek p. 122,id:p122-07;context:focalization:-cleft-sentences;hoofdstuk:auto;les:auto
qa d necc i yeǧan d lmalik,ik ben degene die de koning is,it is me who is the king,,15.3,31,boek p. 122,id:p122-08;context:focalization:-cleft-sentences;hoofdstuk:auto;les:auto
tuɣa d cekk i t-iɛedren ?,was jij degene die het gerepareerd heeft?,was it you who repaired it?,,15.3,31,boek p. 122,id:p122-09;context:focalization:-cleft-sentences;hoofdstuk:auto;les:auto
qa yewt-ayi ijjen sseyyed [usaaɣ-as aysum],"een heer van wie ik vlees gestolen had, heeft mij geslagen",a gentleman from whom I had stolen meat has beaten me,,15.1,30,boek p. 123,id:p123-01;context:indefinite-relatives;hoofdstuk:auto;les:auto
ḏin ijjen tqedduḥt [dayes řeḥrua],er was daar een blikken doos waar kruiden in zaten,there was there a tin box that had condiments in it,,15.1,30,boek p. 123,id:p123-02;context:indefinite-relatives;hoofdstuk:auto;les:auto
iwden ɣaa ijjen ṯaddaaṯ [texra],zij kwamen aan bij een huis dat verlaten was,they arrived at a house that was deserted,,15.1,30,boek p. 123,id:p123-03;context:indefinite-relatives;hoofdstuk:auto;les:auto
